#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-B3AA733A4BDE41-1CD58AD9E4528FF7
#datatype	hitsFull Results
#status	0
#Start time	2020-12-09T13:44:56	Run time	0:00:09:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#261 - >76:Campylobacter jejuni 32488 | M635_01405	specific	212160	289	345	4.02915e-21	85.0846	cd11615	SAF_NeuB_like	 - 	cl00555
Q#261 - >76:Campylobacter jejuni 32488 | M635_01405	superfamily	382078	289	345	4.02915e-21	85.0846	cl00555	SAF superfamily	 - 	 - 
Q#261 - >76:Campylobacter jejuni 32488 | M635_01405	non-specific	378023	289	346	1.47107e-09	53.3339	pfam08666	SAF	 - 	cl00555
Q#261 - >76:Campylobacter jejuni 32488 | M635_01405	specific	214862	289	346	6.50885e-07	46.0202	smart00858	SAF	 - 	cl00555
Q#261 - >76:Campylobacter jejuni 32488 | M635_01405	non-specific	224181	290	338	0.00160261	39.2643	COG1261	FlgA	NC	cl00555
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	specific	274655	17	340	4.48911e-177	493.638	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	superfamily	274655	17	340	4.48911e-177	493.638	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	specific	225000	3	345	5.93425e-154	435.993	COG2089	SpsE	 - 	cl30261
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	superfamily	225000	3	345	5.93425e-154	435.993	cl30261	SpsE superfamily	 - 	 - 
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	non-specific	376990	37	269	4.90764e-84	254.345	pfam03102	NeuB	 - 	cl17225
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	superfamily	388417	37	269	4.90764e-84	254.345	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	non-specific	163337	17	340	3.73849e-77	239.9	TIGR03586	PseI	 - 	cl31462
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	superfamily	163337	17	340	3.73849e-77	239.9	cl31462	PseI superfamily	 - 	 - 
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	specific	212160	289	345	2.94693e-20	82.7734	cd11615	SAF_NeuB_like	 - 	cl00555
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	superfamily	382078	289	345	2.94693e-20	82.7734	cl00555	SAF superfamily	 - 	 - 
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	non-specific	378023	289	346	5.76421e-09	51.7931	pfam08666	SAF	 - 	cl00555
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	specific	214862	289	346	2.89253e-06	44.0942	smart00858	SAF	 - 	cl00555
Q#262 - >73:Campylobacter jejuni subsp. jejuni ICDCCJ07001 | ICDCCJ07001_1099	non-specific	224181	290	338	0.00399745	38.1087	COG1261	FlgA	NC	cl00555
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	specific	274655	18	341	1.9114e-169	474.378	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	superfamily	274655	18	341	1.9114e-169	474.378	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	specific	225000	4	346	8.65884e-166	466.039	COG2089	SpsE	 - 	cl30261
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	superfamily	225000	4	346	8.65884e-166	466.039	cl30261	SpsE superfamily	 - 	 - 
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	specific	376990	38	270	1.88685e-84	255.115	pfam03102	NeuB	 - 	cl17225
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	superfamily	388417	38	270	1.88685e-84	255.115	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	non-specific	163337	17	341	5.35168e-84	257.234	TIGR03586	PseI	 - 	cl31462
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	superfamily	163337	17	341	5.35168e-84	257.234	cl31462	PseI superfamily	 - 	 - 
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	specific	212160	290	346	3.94647e-22	87.781	cd11615	SAF_NeuB_like	 - 	cl00555
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	superfamily	382078	290	346	3.94647e-22	87.781	cl00555	SAF superfamily	 - 	 - 
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	non-specific	378023	290	347	6.79034e-10	54.1043	pfam08666	SAF	 - 	cl00555
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	specific	214862	290	347	6.17799e-06	42.9386	smart00858	SAF	 - 	cl00555
Q#263 - >58:Campylobacter coli 76339 | BN865_09890c	non-specific	224181	291	347	0.00144204	39.2643	COG1261	FlgA	NC	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	superfamily	225000	6	349	0	505.714	cl30261	SpsE superfamily	 - 	 - 
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	superfamily	274655	20	343	0	503.653	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	superfamily	388417	40	275	3.10592e-103	303.265	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	superfamily	163337	20	340	7.77622e-87	264.552	cl31462	PseI superfamily	 - 	 - 
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	superfamily	382078	292	348	4.45507e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#264 - >248:Neisseria meningitidis FAM18 (serogroup C) | NMC0052	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	superfamily	225000	6	349	0	505.714	cl30261	SpsE superfamily	 - 	 - 
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	superfamily	274655	20	343	0	503.653	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	superfamily	388417	40	275	3.10592e-103	303.265	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	superfamily	163337	20	340	7.77622e-87	264.552	cl31462	PseI superfamily	 - 	 - 
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	superfamily	382078	292	348	4.45507e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#265 - >249:Neisseria meningitidis G2136 (serogroup B) | NMBG2136_0075	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	specific	274655	20	343	0	503.268	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	superfamily	274655	20	343	0	503.268	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	specific	225000	6	349	1.8348e-180	503.018	COG2089	SpsE	 - 	cl30261
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	superfamily	225000	6	349	1.8348e-180	503.018	cl30261	SpsE superfamily	 - 	 - 
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	specific	376990	40	275	7.35099e-103	302.11	pfam03102	NeuB	 - 	cl17225
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	superfamily	388417	40	275	7.35099e-103	302.11	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	non-specific	163337	20	340	6.08083e-88	267.249	TIGR03586	PseI	 - 	cl31462
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	superfamily	163337	20	340	6.08083e-88	267.249	cl31462	PseI superfamily	 - 	 - 
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	specific	212160	292	348	1.46482e-15	70.0618	cd11615	SAF_NeuB_like	 - 	cl00555
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	superfamily	382078	292	348	1.46482e-15	70.0618	cl00555	SAF superfamily	 - 	 - 
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	non-specific	378023	292	349	8.83356e-11	56.8007	pfam08666	SAF	 - 	cl00555
Q#266 - >260:Neisseria meningitidis NZ-05/33 (serogroup B) | NMBNZ0533_0074	specific	214862	292	349	2.39173e-07	47.1758	smart00858	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	superfamily	225000	6	349	0	505.714	cl30261	SpsE superfamily	 - 	 - 
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	superfamily	274655	20	343	0	503.653	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	superfamily	388417	40	275	3.10592e-103	303.265	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	superfamily	163337	20	340	7.77622e-87	264.552	cl31462	PseI superfamily	 - 	 - 
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
